,smarts,count,group
403,"[#8X2!H1$([#8X2!H1][#6]=[#6])!$([#8X2!H1]A1=AA=Aaa1)!$([#8X2!H1]A=1A=AaaA=1)!$([#8X2!H1]1A=A[!#1]=,:[!#1]A1=O)!$([#8X2!H1]A=1[!#1]=,:[!#1][#7,#8]A(A=1)=O)!$([#8X2!H1]A=1[!#1]=,:[!#1]A([#7,#8]A=1)=O)]",1.0,basic
404,Cl!@-[#6X3]@[#7X2],1.0,basic
405,"[!#6!#1!$([#8]=[#6]([#7])-!@[#6]-!@[#17])]=[!#1][!#1][#17,#35,#53]",1.0,basic
406,[!#1][#6]#[#6]A,2.0,strict
407,[!#1]!@=[!#1]!@-[!#1]!@#[!#1],1.0,strict
408,[H][#6]([H])[H],4.0,strict
409,[#6]!@=[#6],2.0,strict
410,[!#1]@1@[!#1]@[!#1]@[!#1]@[!#1]@[!#1]@[!#1]@[!#1]@[!#1]@[!#1]@[!#1]@[!#1]@[!#1]@[!#1]@[!#1]@[!#1]@1,1.0,strict
411,"[!#1r7,!#1r8,!#1r9,!#1r10,!#1r11,!#1r12,!#1r13]@[!#1]1~[!#1]([!#1]1)@[!#1r7,!#1r8,!#1r9,!#1r10,!#1r11,!#1r12,!#1r13]",1.0,strict
412,"[#6]!@-,!@=[#6]!@-,!@=[#6]!@-,!@=[#6]!@-,!@=[#6]!@-,!@=[#6]",1.0,strict
413,[#1]C([#1])(!@-[!#1])!@-C([#1])([#1])!@-C([#1])([#1])!@-C([#1])([#1])!@-[!#1],1.0,strict
414,"[$([!#1]=!@[!#1]-!@[!#1]=!@[!#1])!$([#8]=!@[#6](-!@[#7])-!@[#6]=!@[#6]([#1])[#1,#9,CX4])!$([#8]=!@[#16](=!@[#8])(-!@[!#1])-!@[#6]=!@[#6]([#1])[#1,#9,CX4])!$([#8]=!@[#6](-!@[#6](=!@[#8])[CX4])-!@[!#1])!$([#8]=!@[#6](-!@[#6](=!@[#8])[!#1])-!@[CX4])]",1.0,strict
415,"C1[!#1]=[!#1][!#1]=,:[!#1]1",1.0,strict
416,[!#1!#6]~[!#1]#[!#1],1.0,strict
417,[#6]([#1])([#1])!@-[#6]([#1])([#1])!@-[#6]([#1])([#1])!@-[#6]([#1])([#1])!@-[#6]([#1])([#1]),1.0,strict
418,[!#1!#6]!@-[!#1](!@-[!#1!#6])!@=[#6],1.0,strict
419,[SX2v2]([!#1])[!#1],2.0,strict
420,[H][#6]-1[!#1!#6][!#1]([H])=[!#1]-[!#1]=[!#1]-1[H],1.0,strict
421,[#6]~[!#1](~[!#1])!@=[#7],1.0,strict
422,C1CN=CCC1,1.0,strict
423,[#6]:1:[#6]:[#6]:2:[#6](:[#6]:[#6]:1):[#6]:[#6]:[#6]:[#6]:2,1.0,strict
424,[#8]!@-[#6]([#1])([#1])!@-[#6]([#1])([#1])!@-[#8],1.0,strict
425,[H]C#C,1.0,strict
426,[!#1]:[!#1]!@-[!#1!$([!#1]:1(:[!#1]:[!#1](:[!#1](:[!#1]:1@[!#1])@[!#1])-!@[!#1]:[!#1])-!@[!#1]:[!#1])R1]:[!#1R1]:[!#1R1]:[!#1!$([!#1]:1(:[!#1]:[!#1](:[!#1](:[!#1]:1@[!#1])@[!#1])-!@[!#1]:[!#1])-!@[!#1]:[!#1])R1]!@-[!#1]:[!#1],1.0,strict
427,C([!#1])(=C(C([#1])([#1])[#1])[#1])[#1],1.0,strict
428,[#8]=!@[#6][!#1][#6](=!@[#8])[!#1][#6]=!@[#8],1.0,strict
429,[#7]@[#7](@[!#1])@[#7]-[!#1],1.0,strict
430,"[CH3,F,Cl,Br,I]!@-[!#1]:[!#1](:[!#1]:[!#1]!@-[CH3,F,Cl,Br,I])!@-[CH3,F,Cl,Br,I]",1.0,strict
431,"[!#1]!@-,!@=[!#1]~1~[!#1](~[!#1]~1!@-,!@=[!#1])!@-,!@=[!#1]",1.0,strict
432,[!#1!#6]!@-[#6]1=[#7]-[!#1]-[!#1][!#1!#6]1,1.0,strict
433,[!#1]-[!#1]-1(-[!#1])-[!#1]-[!#1]-[!#1]-1(-[!#1])-[!#1],1.0,strict
434,[H][#7]([H])!@-S=O,1.0,strict
435,[#6]~[#6](!@-C([H])([H])[H])~C(~[!#1])(!@-C([H])([H])[H])!@-C([H])([H])[H],1.0,strict
436,[H]C([H])([H])!@-[!#1](!@=[!#1])!@-[#7]!@-[!#1]!@=[!#1],1.0,strict
437,"[CH3,F,Cl,Br,I]!@-c:c(!@-[CH3,F,Cl,Br,I]):c!@-[CH3,F,Cl,Br,I]",1.0,strict
438,[!#1]~1~[!#1]~[!#1]~2~[!#1]~[!#1]~[!#1]~[!#1]~[!#1]~3~[!#1]~[!#1]~[!#1]~[!#1]~1~[!#1]~2~3,1.0,strict
439,"[#6]-,:1-,:[#6][#8][#6]-,:[#6]-,:[#7]-,:1.[#6]-,:1-,:[#6][#8][#6]-,:[#6]-,:[#7]-,:1",1.0,strict
440,[#16]!@-[#6]!@-C!@#C,1.0,strict
441,[!#1]!@-[!#1]~1~[!#1](!@-[!#1])~[!#1]~1(!@-[!#1])!@-[!#1],1.0,strict
442,[#8][H],3.0,strict
443,[H][#6]-1=[#7]-[#7]=[#6]([H])-[!#1]-[!#1]-1,1.0,strict
444,O=[#6]-1-[#7]-[#6]-2-[#6]-[#16]-[#6]-[#6]-2-[#7]-1,1.0,strict
445,[$([#8]C([#1])([#1])c)],3.0,strict
446,[!#1!#6]=[!#1]-1[!#1!#6][!#1](=[!#1!#6])-[!#1]-2-[!#1]-3-[!#1]-[!#1]-[!#1](-[!#1]-3)-[!#1]-1-2,1.0,strict
447,[H]C([H])([H])!@-[#6](!@-C([H])([H])[H])!@-C([H])([H])[H],1.0,strict
448,[#7]!@-[#6](!@-[#7])!@=S.[#7]!@-[#6](!@-[#7])!@=S,1.0,strict
449,[!#1]-1-[!#1]-2-[!#1]-[!#1]-3-[!#1]-[!#1]-1-[!#1]-[!#1](-[!#1]-2)-[!#1]-3,2.0,strict
450,[!#1]~2~1~[!#1]~[!#1]~[!#1](~[!#1]~[!#1]~1)~[!#1]~2,1.0,strict
451,[!#1]~2~1~[!#1]~[!#1]~[!#1]~[!#1](~[!#1]~1)~[!#1]~2,1.0,strict
452,[!#1]~2~1~[!#1]~[!#1](~[!#1]~[!#1]~1)~[!#1]~2,1.0,strict
453,[!#1]:1:[!#1]:[!#1]:[!#1]:[#6]:2:[#6]:1:[!#1]:[!#1]3:[#7]:2[!#1]=[!#1][!#1]=[!#1]3,1.0,strict
454,[!#1]1[!#1]2[!#1][!#1]1[!#1]2,2.0,strict
455,"N#C-[#6]:1:[!#1]:[!#1]:[#8,#16]:[!#1]:1",1.0,strict
456,[CR2](@[!#1])(@[!#1])(@[!#1])@[!#1],3.0,strict
457,[!#1]~1~[!#1]~[!#1]~1,3.0,strict
458,[!#1!$([CR3]21[CR2][CR3]([CR2]1)[CR2]2)]~1~[!#1!$([CR3]21[CR2][CR3]([CR2]1)[CR2]2)]~[!#1!$([CR3]21[CR2][CR3]([CR2]1)[CR2]2)]~[!#1!$([CR3]21[CR2][CR3]([CR2]1)[CR2]2)]~1,3.0,strict
459,[!#1]~1~[!#1]~2~[!#1]~[!#1](~[!#1]~[!#1]~1)~[!#1]~[!#1]~2,1.0,strict
460,[#6]-!@C(-!@C([#1])([#1])[#1])([#1])[#1],2.0,strict
461,"[C!$(C(=!@C(-!@a)-!@[#6,#1])(-!@[#6,#1])-!@a)!$(C(=[!#1])([#1])[#1])](=!@[C!$(C(=[!#1])([#1])[#1])](-!@*)-!@*)(-!@*)-!@*",1.0,strict
462,"[$([#6R2]1([!#1R1][!#1R1]=[!#1R1][!#1R1]1)(@[!#1])@[!#1]),$([#6R2]1([!#1R1][!#1R1][!#1R1]=[!#1R1]1)(@[!#1])@[!#1]),$([#6R2]1([!#1R1][!#1R1][!#1R1][!#1R1]=[!#1R1]1)(@[!#1])@[!#1]),*$([#6R2]1([!#1R1][!#1R1][!#1R1]=[!#1R1][!#1R1]1)(@[!#1])@[!#1])]",1.0,strict
463,"[!#1r7,!#1r8,!#1r9,!#1r10,!#1r11,!#1r12,!#1r13]@[!#1]~1~[!#1](@[!#1r7,!#1r8,!#1r9,!#1r10,!#1r11,!#1r12,!#1r13])~[!#1]~[!#1]~1",1.0,strict
464,"[*$([Sv2!R1])!$([Sv2!R1]!@a)!$([Sv2!R1]!@[#6]@1@N@[!#1](@[!#1]@[!#1]@[!#1]@1)=O)!$([Sv2!R1]!@C@1@[!#1]@[!#1]@[!#1](@[#7]@[!#1]@1)=O)!$([Sv2!R1]!@C@1@[!#1]@[!#1]@[#7]@[!#1](@[!#1]@1)=O)!$([Sv2!R1]!@C@1@[!#1](@[#7]@[!#1]@[!#1]@[!#1]@1)=O)!$([Sv2!R1]!@C@1@[!#1](@[!#1]@[!#1]@[#7,#8]@[!#1]@1)=O)!$([Sv2!R1]!@C@1@[!#1]@[!#1](@[!#1]@[!#1]@[#7,#8]@1)=O)!$([Sv2!R1]!@C@1=@[!#1]@[!#1]=@,:[!#1]@c@n@1)!$([Sv2!R1]!@C=@1@[!#1]=@,:[!#1]@c@n@[!#1]=@1)!$([Sv2!R1]!@C=@1@[!#1]=@,:[!#1]@n@c@[!#1]=@1)!$([Sv2!R1]!@C@1=@[!#1]@[!#1]=@,:[!#1]@n@c@1)]",1.0,strict
465,[NX3]-@[NX3]-@C=!@O,1.0,strict
466,"[C!$([CR1]1(-!@[#6])=[CR1][CR1][O,N]C1=O)!$([CR1]1(-!@[#6])=[CR1]C([O,N][CR1]1)=O)]=1([CR1,!#1!#6][CR1,!#1!#6][CR1,!#1!#6][CR1]=1)-!@[#6]",1.0,strict
467,"[$([OH1,O-1]-!@a:1:[aH1]:[!#1!#6]:[aR1!X2]:[aR1]:1),$([OH1,O-1]-!@a:1:[aR1]:[!#1!#6]:[aH1]:[aR1]:1)]",1.0,strict
468,[#9][#6]([#9])([#9])[#6]=[#8],1.0,strict
469,[!#1!#6]:[!#1!#6]:[!#1!#6]:[!#1!#6],1.0,strict
470,[n!$(n:2:1:[!#1]:[!#1]:[!#1]:c:1:c:n:c:n:2)]:1:c:c:[n!$(n:2:1:c(:n:n:c:c:1):[!#1]:[!#1]:[!#1]:2)!$(n:2:1:c:n:n:c:c:1:[!#1]:[!#1]:[!#1]:2)]:c:[n!$(n:2:1:[!#1]:[!#1]:[!#1]:c:1:n:c:c:n:2)]:1,1.0,strict
471,[nX3]@1@a(@a@a@2@a@1@a@a@a(-!@[NX3](-[#1]))@a@2)-!@[NX3](-[#1]),1.0,strict
472,*!@S!@*,1.0,simplified
473,"[c,C;R]!@;=[c,C]",1.0,simplified
